1,17,17
2,51,17
3,85,17
4,119,17
5,153,17
6,187,17
7,221,17
8,255,17
9,289,17
10,323,17
11,357,17
12,391,17
13,425,17
14,459,17
15,493,17
16,527,17
17,561,17
18,595,17
19,629,17
20,663,17
21,697,17
22,731,17
23,765,17
24,799,17
25,34,34
26,68,34
27,102,34
28,136,34
29,170,34
30,204,34
31,238,34
32,272,34
33,306,34
34,340,34
35,374,34
36,408,34
37,442,34
38,476,34
39,510,34
40,544,34
41,578,34
42,612,34
43,646,34
44,680,34
45,714,34
46,748,34
47,782,34
48,17,51
49,51,51
50,85,51
51,119,51
52,153,51
53,187,51
54,221,51
55,255,51
56,289,51
57,323,51
58,357,51
59,391,51
60,425,51
61,459,51
62,493,51
63,527,51
64,561,51
65,595,51
66,629,51
67,663,51
68,697,51
69,731,51
70,765,51
71,799,51
72,34,68
73,68,68
74,102,68
75,136,68
76,170,68
77,204,68
78,238,68
79,272,68
80,306,68
81,340,68
82,374,68
83,408,68
84,442,68
85,476,68
86,510,68
87,544,68
88,578,68
89,612,68
90,646,68
91,680,68
92,714,68
93,748,68
94,782,68
95,17,85
96,51,85
97,85,85
98,119,85
99,153,85
100,187,85
101,221,85
102,255,85
103,289,85
104,323,85
105,357,85
106,391,85
107,425,85
108,459,85
109,493,85
110,527,85
111,561,85
112,595,85
113,629,85
114,663,85
115,697,85
116,731,85
117,765,85
118,799,85
119,34,102
120,68,102
121,102,102
122,136,102
123,170,102
124,204,102
125,238,102
126,272,102
127,306,102
128,340,102
129,374,102
130,408,102
131,442,102
132,476,102
133,510,102
134,544,102
135,578,102
136,612,102
137,646,102
138,680,102
139,714,102
140,748,102
141,782,102
142,17,119
143,51,119
144,85,119
145,119,119
146,153,119
147,187,119
148,221,119
149,255,119
150,289,119
151,323,119
152,357,119
153,391,119
154,425,119
155,459,119
156,493,119
157,527,119
158,561,119
159,595,119
160,629,119
161,663,119
162,697,119
163,731,119
164,765,119
165,799,119
166,34,136
167,68,136
168,102,136
169,136,136
170,170,136
171,204,136
172,238,136
173,272,136
174,306,136
175,340,136
176,374,136
177,408,136
178,442,136
179,476,136
180,510,136
181,544,136
182,578,136
183,612,136
184,646,136
185,680,136
186,714,136
187,748,136
188,782,136
189,17,153
190,51,153
191,85,153
192,119,153
193,153,153
194,187,153
195,221,153
196,255,153
197,289,153
198,323,153
199,357,153
200,391,153
201,425,153
202,459,153
203,493,153
204,527,153
205,561,153
206,595,153
207,629,153
208,663,153
209,697,153
210,731,153
211,765,153
212,799,153
213,34,170
214,68,170
215,102,170
216,136,170
217,170,170
218,204,170
219,238,170
220,272,170
221,306,170
222,340,170
223,374,170
224,408,170
225,442,170
226,476,170
227,510,170
228,544,170
229,578,170
230,612,170
231,646,170
232,680,170
233,714,170
234,748,170
235,782,170
236,17,187
237,51,187
238,85,187
239,119,187
240,153,187
241,187,187
242,221,187
243,255,187
244,289,187
245,323,187
246,357,187
247,391,187
248,425,187
249,459,187
250,493,187
251,527,187
252,561,187
253,595,187
254,629,187
255,663,187
256,697,187
257,731,187
258,765,187
259,799,187
260,34,204
261,68,204
262,102,204
263,136,204
264,170,204
265,204,204
266,238,204
267,272,204
268,306,204
269,340,204
270,374,204
271,408,204
272,442,204
273,476,204
274,510,204
275,544,204
276,578,204
277,612,204
278,646,204
279,680,204
280,714,204
281,748,204
282,782,204
283,17,221
284,51,221
285,85,221
286,119,221
287,153,221
288,187,221
289,221,221
290,255,221
291,289,221
292,323,221
293,357,221
294,391,221
295,425,221
296,459,221
297,493,221
298,527,221
299,561,221
300,595,221
301,629,221
302,663,221
303,697,221
304,731,221
305,765,221
306,799,221
307,34,238
308,68,238
309,102,238
310,136,238
311,170,238
312,204,238
313,238,238
314,272,238
315,306,238
316,340,238
317,374,238
318,408,238
319,442,238
320,476,238
321,510,238
322,544,238
323,578,238
324,612,238
325,646,238
326,680,238
327,714,238
328,748,238
329,782,238
330,17,255
331,51,255
332,85,255
333,119,255
334,153,255
335,187,255
336,221,255
337,255,255
338,289,255
339,323,255
340,357,255
341,391,255
342,425,255
343,459,255
344,493,255
345,527,255
346,561,255
347,595,255
348,629,255
349,663,255
350,697,255
351,731,255
352,765,255
353,799,255
354,34,272
355,68,272
356,102,272
357,136,272
358,170,272
359,204,272
360,238,272
361,272,272
362,306,272
363,340,272
364,374,272
365,408,272
366,442,272
367,476,272
368,510,272
369,544,272
370,578,272
371,612,272
372,646,272
373,680,272
374,714,272
375,748,272
376,782,272
377,17,289
378,51,289
379,85,289
380,119,289
381,153,289
382,187,289
383,221,289
384,255,289
385,289,289
386,323,289
387,357,289
388,391,289
389,425,289
390,459,289
391,493,289
392,527,289
393,561,289
394,595,289
395,629,289
396,663,289
397,697,289
398,731,289
399,765,289
400,799,289
401,34,306
402,68,306
403,102,306
404,136,306
405,170,306
406,204,306
407,238,306
408,272,306
409,306,306
410,340,306
411,374,306
412,408,306
413,442,306
414,476,306
415,510,306
